CustomerID,FirstName,LastName,Country,CityClean,Phone,OrderID,OrderDate,OrderNumber,TotalAmount,ProductID,ProductName,UnitPrice,Package,IsDiscontinued,SupplierID,CompanyName,ContactName,SupplierCity,SupplierCountry,SupplierPhone,Fax
51,Jean,FresniÃÂ¨re,Canada,Montréal,(514) 555-8054,92,10/28/2012,542469,3463.2,17,Alice Mutton,39,20 - 1 kg tins,TRUE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
51,Jean,FresniÃÂ¨re,Canada,Montréal,(514) 555-8054,92,10/28/2012,542469,3463.2,62,Tarte au sucre,49.3,48 pies,FALSE,29,ForÃÂªts d'ÃÂ©rables,Chantal Goulet,Ste-Hyacinthe,Canada,(514) 555-2955,(514) 555-2921
9,Laurence,Lebihan,France,Marseille,91.24.45.40,93,10/29/2012,542470,2564.4,18,Carnarvon Tigers,62.5,16 kg pkg.,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
9,Laurence,Lebihan,France,Marseille,91.24.45.40,93,10/29/2012,542470,2564.4,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
9,Laurence,Lebihan,France,Marseille,91.24.45.40,93,10/29/2012,542470,2564.4,43,Ipoh Coffee,46,16 - 500 g tins,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,
73,Jytte,Petersen,Denmark,København,31 12 34 56,94,10/29/2012,542471,412,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
73,Jytte,Petersen,Denmark,København,31 12 34 56,94,10/29/2012,542471,412,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
25,Peter,Franken,Germany,Aachen,089-0877310,95,10/30/2012,542472,2300.8,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
25,Peter,Franken,Germany,Aachen,089-0877310,95,10/30/2012,542472,2300.8,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
25,Peter,Franken,Germany,Aachen,089-0877310,95,10/30/2012,542472,2300.8,36,Inlagd Sill,19,24 - 250 g  jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
25,Peter,Franken,Germany,Aachen,089-0877310,95,10/30/2012,542472,2300.8,55,PÃÂ¢tÃÂ© chinois,24,24 boxes x 2 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,96,10/31/2012,542473,1586,64,Wimmers gute Semmelkn?del,33.25,20 bags x 4 pieces,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,96,10/31/2012,542473,1586,68,Scottish Longbreads,12.5,10 boxes x 8 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,96,10/31/2012,542473,1586,76,Lakkalik??ri,18,500 ml,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
89,Karl,Jablonski,USA,Seattle,(206) 555-4112,97,11/1/2012,542474,2856,4,Chef Anton's Cajun Seasoning,22,48 - 6 oz jars,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
89,Karl,Jablonski,USA,Seattle,(206) 555-4112,97,11/1/2012,542474,2856,8,Northwoods Cranberry Sauce,40,12 - 12 oz jars,FALSE,3,Grandma Kelly's Homestead,Regina Murphy,Ann Arbor,USA,(313) 555-5735,(313) 555-3349
63,Horst,Kloss,Germany,Cunewalde,0372-035188,98,11/4/2012,542475,2924.8,8,Northwoods Cranberry Sauce,40,12 - 12 oz jars,FALSE,3,Grandma Kelly's Homestead,Regina Murphy,Ann Arbor,USA,(313) 555-5735,(313) 555-3349
63,Horst,Kloss,Germany,Cunewalde,0372-035188,98,11/4/2012,542475,2924.8,19,Teatime Chocolate Biscuits,9.2,10 boxes x 12 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,98,11/4/2012,542475,2924.8,42,Singaporean Hokkien Fried Mee,14,32 - 1 kg pkgs.,TRUE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,99,11/5/2012,542476,1731.2,17,Alice Mutton,39,20 - 1 kg tins,TRUE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,99,11/5/2012,542476,1731.2,56,Gnocchi di nonna Alice,38,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
21,Aria,Cruz,Brazil,São Paulo,(11) 555-9857,100,11/6/2012,542477,928,25,NuNuCa Nu?-Nougat-Creme,14,20 - 450 g glasses,FALSE,11,Heli SÃÂ¼?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,
21,Aria,Cruz,Brazil,São Paulo,(11) 555-9857,100,11/6/2012,542477,928,39,Chartreuse verte,18,750 cc per bottle,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
21,Aria,Cruz,Brazil,São Paulo,(11) 555-9857,100,11/6/2012,542477,928,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
21,Aria,Cruz,Brazil,São Paulo,(11) 555-9857,100,11/6/2012,542477,928,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
86,Rita,MÃÂ¼ller,Germany,Stuttgart,0711-020361,101,11/7/2012,542478,396,1,Chai,18,10 boxes x 20 bags,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
86,Rita,MÃÂ¼ller,Germany,Stuttgart,0711-020361,101,11/7/2012,542478,396,23,Tunnbr?d,9,12 - 250 g pkgs.,FALSE,9,PB Kn?ckebr?d AB,Lars Peterson,G?teborg,Sweden,031-987 65 43,031-987 65 91
75,Art,Braunschweiger,USA,Lander,(307) 555-4680,102,11/8/2012,542479,141.6,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
41,Annette,Roulet,France,Toulouse,61.77.61.10,103,11/11/2012,542480,713.4,50,Valkoinen suklaa,16.25,12 - 100 g bars,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
41,Annette,Roulet,France,Toulouse,61.77.61.10,103,11/11/2012,542480,713.4,69,Gudbrandsdalsost,36,10 kg pkg.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
20,Roland,Mendel,Austria,Graz,7675-3425,104,11/11/2012,542481,5677.6,38,CÃÂ´te de Blaye,263.5,12 - 75 cl bottles,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
20,Roland,Mendel,Austria,Graz,7675-3425,104,11/11/2012,542481,5677.6,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
20,Roland,Mendel,Austria,Graz,7675-3425,104,11/11/2012,542481,5677.6,44,Gula Malacca,19.45,20 - 2 kg bags,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,
20,Roland,Mendel,Austria,Graz,7675-3425,104,11/11/2012,542481,5677.6,65,Louisiana Fiery Hot Pepper Sauce,21.05,32 - 8 oz bottles,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
28,Lino,Rodriguez,Portugal,Lisboa,(1) 354-2534,105,11/12/2012,542482,154,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
28,Lino,Rodriguez,Portugal,Lisboa,(1) 354-2534,105,11/12/2012,542482,154,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
59,Georg,Pipps,Austria,Salzburg,6562-9722,106,11/13/2012,542483,10741.6,11,Queso Cabrales,21,1 kg pkg.,FALSE,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Oviedo,Spain,(98) 598 76 54,
59,Georg,Pipps,Austria,Salzburg,6562-9722,106,11/13/2012,542483,10741.6,38,CÃÂ´te de Blaye,263.5,12 - 75 cl bottles,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
58,Guillermo,Fern?ndez,Mexico,México D.F.,(5) 552-3745,107,11/14/2012,542484,568.8,1,Chai,18,10 boxes x 20 bags,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
58,Guillermo,Fern?ndez,Mexico,México D.F.,(5) 552-3745,107,11/14/2012,542484,568.8,29,ThÃÂ¼ringer Rostbratwurst,123.79,50 bags x 30 sausgs.,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
4,Thomas,Hardy,UK,London,(171) 555-7788,108,11/15/2012,542485,480,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
4,Thomas,Hardy,UK,London,(171) 555-7788,108,11/15/2012,542485,480,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
86,Rita,MÃÂ¼ller,Germany,Stuttgart,0711-020361,109,11/18/2012,542486,1106.4,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
86,Rita,MÃÂ¼ller,Germany,Stuttgart,0711-020361,109,11/18/2012,542486,1106.4,55,PÃÂ¢tÃÂ© chinois,24,24 boxes x 2 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
86,Rita,MÃÂ¼ller,Germany,Stuttgart,0711-020361,109,11/18/2012,542486,1106.4,69,Gudbrandsdalsost,36,10 kg pkg.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,110,11/19/2012,542487,1360,10,Ikura,31,12 - 200 ml jars,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,110,11/19/2012,542487,1360,26,Gumb?r Gummib?rchen,31.23,100 - 250 g bags,FALSE,11,Heli SÃÂ¼?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,110,11/19/2012,542487,1360,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
41,Annette,Roulet,France,Toulouse,61.77.61.10,111,11/20/2012,542488,452,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
41,Annette,Roulet,France,Toulouse,61.77.61.10,111,11/20/2012,542488,452,34,Sasquatch Ale,14,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
41,Annette,Roulet,France,Toulouse,61.77.61.10,111,11/20/2012,542488,452,36,Inlagd Sill,19,24 - 250 g  jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
72,Hari,Kumar,UK,London,(171) 555-1717,112,11/21/2012,542489,3654.4,16,Pavlova,17.45,32 - 500 g boxes,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
72,Hari,Kumar,UK,London,(171) 555-1717,112,11/21/2012,542489,3654.4,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
72,Hari,Kumar,UK,London,(171) 555-1717,112,11/21/2012,542489,3654.4,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,113,11/22/2012,542490,7390.2,28,R?ssle Sauerkraut,45.6,25 - 825 g cans,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,113,11/22/2012,542490,7390.2,29,ThÃÂ¼ringer Rostbratwurst,123.79,50 bags x 30 sausgs.,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,113,11/22/2012,542490,7390.2,38,CÃÂ´te de Blaye,263.5,12 - 75 cl bottles,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,113,11/22/2012,542490,7390.2,49,Maxilaku,20,24 - 50 g pkgs.,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,113,11/22/2012,542490,7390.2,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,114,11/22/2012,542491,2273.6,39,Chartreuse verte,18,750 cc per bottle,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
63,Horst,Kloss,Germany,Cunewalde,0372-035188,114,11/22/2012,542491,2273.6,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
9,Laurence,Lebihan,France,Marseille,91.24.45.40,115,11/25/2012,542492,1549.6,25,NuNuCa Nu?-Nougat-Creme,14,20 - 450 g glasses,FALSE,11,Heli SÃÂ¼?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,
9,Laurence,Lebihan,France,Marseille,91.24.45.40,115,11/25/2012,542492,1549.6,51,Manjimup Dried Apples,53,50 - 300 g pkgs.,FALSE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
9,Laurence,Lebihan,France,Marseille,91.24.45.40,115,11/25/2012,542492,1549.6,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
17,Sven,Ottlieb,Germany,Aachen,0241-039123,116,11/26/2012,542493,447.2,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
17,Sven,Ottlieb,Germany,Aachen,0241-039123,116,11/26/2012,542493,447.2,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
17,Sven,Ottlieb,Germany,Aachen,0241-039123,116,11/26/2012,542493,447.2,76,Lakkalik??ri,18,500 ml,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
19,Ann,Devon,UK,London,(171) 555-0297,117,11/26/2012,542494,950,69,Gudbrandsdalsost,36,10 kg pkg.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
19,Ann,Devon,UK,London,(171) 555-0297,117,11/26/2012,542494,950,71,Flotemysost,21.5,10 - 500 g pkgs.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
3,Antonio,Moreno,Mexico,México D.F.,(5) 555-3932,118,11/27/2012,542495,403.2,11,Queso Cabrales,21,1 kg pkg.,FALSE,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Oviedo,Spain,(98) 598 76 54,
29,Eduardo,Saavedra,Spain,Barcelona,(93) 203 4560,119,11/28/2012,542496,136,65,Louisiana Fiery Hot Pepper Sauce,21.05,32 - 8 oz bottles,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
29,Eduardo,Saavedra,Spain,Barcelona,(93) 203 4560,119,11/28/2012,542496,136,77,Original Frankfurter grÃÂ¼ne So?e,13,12 boxes,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
83,Palle,Ibsen,Denmark,Århus,86 21 32 43,120,11/28/2012,542497,834.2,34,Sasquatch Ale,14,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
83,Palle,Ibsen,Denmark,Århus,86 21 32 43,120,11/28/2012,542497,834.2,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
83,Palle,Ibsen,Denmark,Århus,86 21 32 43,120,11/28/2012,542497,834.2,65,Louisiana Fiery Hot Pepper Sauce,21.05,32 - 8 oz bottles,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
83,Palle,Ibsen,Denmark,Århus,86 21 32 43,120,11/28/2012,542497,834.2,77,Original Frankfurter grÃÂ¼ne So?e,13,12 boxes,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
20,Roland,Mendel,Austria,Graz,7675-3425,121,11/29/2012,542498,1834.2,21,Sir Rodney's Scones,10,24 pkgs. x 4 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
20,Roland,Mendel,Austria,Graz,7675-3425,121,11/29/2012,542498,1834.2,28,R?ssle Sauerkraut,45.6,25 - 825 g cans,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
20,Roland,Mendel,Austria,Graz,7675-3425,121,11/29/2012,542498,1834.2,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
20,Roland,Mendel,Austria,Graz,7675-3425,121,11/29/2012,542498,1834.2,64,Wimmers gute Semmelkn?del,33.25,20 bags x 4 pieces,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
75,Art,Braunschweiger,USA,Lander,(307) 555-4680,122,12/2/2012,542499,2527.2,29,ThÃÂ¼ringer Rostbratwurst,123.79,50 bags x 30 sausgs.,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
75,Art,Braunschweiger,USA,Lander,(307) 555-4680,122,12/2/2012,542499,2527.2,56,Gnocchi di nonna Alice,38,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
14,Yang,Wang,Switzerland,Bern,0452-076545,123,12/3/2012,542500,1174,1,Chai,18,10 boxes x 20 bags,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
14,Yang,Wang,Switzerland,Bern,0452-076545,123,12/3/2012,542500,1174,64,Wimmers gute Semmelkn?del,33.25,20 bags x 4 pieces,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
14,Yang,Wang,Switzerland,Bern,0452-076545,123,12/3/2012,542500,1174,74,Longlife Tofu,10,5 kg pkg.,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
41,Annette,Roulet,France,Toulouse,61.77.61.10,124,12/3/2012,542501,91.2,36,Inlagd Sill,19,24 - 250 g  jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
62,L?cia,Carvalho,Brazil,São Paulo,(11) 555-1189,125,12/4/2012,542502,12281.2,20,Sir Rodney's Marmalade,81,30 gift boxes,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
62,L?cia,Carvalho,Brazil,São Paulo,(11) 555-1189,125,12/4/2012,542502,12281.2,38,CÃÂ´te de Blaye,263.5,12 - 75 cl bottles,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
62,L?cia,Carvalho,Brazil,São Paulo,(11) 555-1189,125,12/4/2012,542502,12281.2,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
62,L?cia,Carvalho,Brazil,São Paulo,(11) 555-1189,125,12/4/2012,542502,12281.2,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
37,Patricia,McKenna,Ireland,Cork,2967 542,126,12/5/2012,542503,1708,58,Escargots de Bourgogne,13.25,24 pieces,FALSE,27,Escargots Nouveaux,Marie Delamare,Montceau,France,85.57.00.07,
37,Patricia,McKenna,Ireland,Cork,2967 542,126,12/5/2012,542503,1708,71,Flotemysost,21.5,10 - 500 g pkgs.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
91,Zbyszek,Piestrzeniewicz,Poland,Warszawa,(26) 642-7012,127,12/5/2012,542504,459,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
91,Zbyszek,Piestrzeniewicz,Poland,Warszawa,(26) 642-7012,127,12/5/2012,542504,459,58,Escargots de Bourgogne,13.25,24 pieces,FALSE,27,Escargots Nouveaux,Marie Delamare,Montceau,France,85.57.00.07,
36,Yoshi,Latimer,USA,Elgin,(503) 555-6874,128,12/6/2012,542505,338,14,Tofu,23.25,40 - 100 g pkgs.,FALSE,6,Mayumi's,Mayumi Ohno,Osaka,Japan,(06) 431-7877,
36,Yoshi,Latimer,USA,Elgin,(503) 555-6874,128,12/6/2012,542505,338,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
51,Jean,FresniÃÂ¨re,Canada,Montréal,(514) 555-8054,129,12/9/2012,542506,420,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
72,Hari,Kumar,UK,London,(171) 555-1717,130,12/9/2012,542507,1016,28,R?ssle Sauerkraut,45.6,25 - 825 g cans,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
72,Hari,Kumar,UK,London,(171) 555-1717,130,12/9/2012,542507,1016,39,Chartreuse verte,18,750 cc per bottle,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
24,Maria,Larsson,Sweden,Brücke,0695-34 67 21,131,12/10/2012,542508,103.2,71,Flotemysost,21.5,10 - 500 g pkgs.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
61,Bernardo,Batista,Brazil,Rio de Janeiro,(21) 555-4252,132,12/11/2012,542509,959.2,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
61,Bernardo,Batista,Brazil,Rio de Janeiro,(21) 555-4252,132,12/11/2012,542509,959.2,63,Vegie-spread,43.9,15 - 625 g jars,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
61,Bernardo,Batista,Brazil,Rio de Janeiro,(21) 555-4252,132,12/11/2012,542509,959.2,65,Louisiana Fiery Hot Pepper Sauce,21.05,32 - 8 oz bottles,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
37,Patricia,McKenna,Ireland,Cork,2967 542,133,12/12/2012,542510,1419.8,30,Nord-Ost Matjeshering,25.89,10 - 200 g glasses,FALSE,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Cuxhaven,Germany,(04721) 8713,(04721) 8714
37,Patricia,McKenna,Ireland,Cork,2967 542,133,12/12/2012,542510,1419.8,53,Perth Pasties,32.8,48 pieces,TRUE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
37,Patricia,McKenna,Ireland,Cork,2967 542,133,12/12/2012,542510,1419.8,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
37,Patricia,McKenna,Ireland,Cork,2967 542,133,12/12/2012,542510,1419.8,70,Outback Lager,15,24 - 355 ml bottles,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,134,12/12/2012,542511,112,74,Longlife Tofu,10,5 kg pkg.,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
20,Roland,Mendel,Austria,Graz,7675-3425,135,12/13/2012,542512,2900,5,Chef Anton's Gumbo Mix,21.35,36 boxes,TRUE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
